DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
82006700-01,2007,-3.618214361,0.23241824,2.830428571,0.76123493,4,1,2,0,0,0,0,0,1,0,0,6,1,0,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,7,7,1.714285714,2.142857143,B,Sand Lake-1,100,,,0,0,313250,399375,0,0,2,98,0,0,0,263500,157000,,,0,0
82006700-01,2008,-2.924076737,0.48482577,1.937642857,0.57787976,0,7,5,2,0,0,0,1,0,0,1,7,5,1,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,14,14,2.642857143,2.428571429,C,Sand Lake-1,100,3.580918367,4.467004136,0,0,284400,346050,0,0,2,100,0,0,0,300450,156375,284400,346050,2,0
82006700-01,2009,-3.442147188,0.468332911,3.156857143,1.264878839,1,3,3,0,0,0,0,0,1,0,0,5,1,1,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,7,7,2.285714286,2.428571429,B,Sand Lake-1,100,3.580918367,4.467004136,0,0,290200,360450,1308,1923.25,2,98,0,0,0,305000,205625,303100,361100,0,0
82006700-01,2010,-3.492462231,0.396947454,2.372857143,1.01603337,0,4,2,1,0,0,0,1,0,0,0,5,2,0,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,7,7,2.571428571,2.285714286,C,Sand Lake-1,100,3.5956,4.44387544,0,0,255750,299000,1319,1924,2,0,88,66,0,285000,188200,,,0,0
82006700-01,2011,-2.964875191,0.381252587,1.871428571,0.542323046,0,4,3,0,0,0,0,0,0,0,0,5,2,0,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,7,7,2.428571429,2.285714286,F,Sand Lake-1,200,3.5954,4.432619703,0,0,259000,299200,1319,1924,4,0,172,132,0,332000,261500,,,16,0
82006700-01,2013,,,1.823333333,0.474137175,0,5,7,0,0,0,0,0,0,0,0,7,4,1,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,12,12,2.583333333,2.5,F,Sand Lake-1,98,3.66877551,4.460933115,0,0,244800,284150,1346,1940,2,0,84,66,0,332000,261500,,,0,0
82006700-01,2014,-3.297316004,0.188672179,1.5875,0.273632966,3,6,3,0,0,0,0,1,0,0,0,10,2,0,0,Sand Lake,Lower St. Croix River,-92.8040722,45.22818996,12,12,2,2.166666667,C,Sand Lake-1,98,3.66877551,4.460933115,0,0,307100,339550,1346,1940,2,0,82,66,0,332000,261500,,,0,0
82007200-01,2006,-2.273510353,0.297547201,0.528571429,0.138013112,0,5,2,0,0,0,1,0,0,0,0,4,3,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,7,7,2.285714286,2.428571429,D,White Rock Lake-1,59,11.74967742,20.85398051,0,0,281500,228600,1176,1702,0,0,43,0,0,191500,137500,2245.5,1576.5,0,0
82007200-01,2007,-2.425522664,0.469739545,0.664285714,0.466751693,4,6,4,0,0,0,1,0,0,0,3,8,3,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,14,14,2,2,D,White Rock Lake-1,59,,,0,0,293700,244200,0,0,0,57,0,0,0,192837,388924,,,0,0
82007200-01,2008,-2.578867165,0.202574591,0.746153846,0.309880043,2,4,7,0,0,0,1,0,0,0,1,5,7,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,13,13,2.384615385,2.461538462,D,White Rock Lake-1,59,8.550175439,11.36000118,0,0,284700,185400,0,0,0,59,0,0,0,250000,353000,284700,142200,0,0
82007200-01,2009,-2.413265216,0.244464193,0.913333333,0.309069263,4,9,2,0,0,0,1,0,0,0,5,7,3,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,15,15,1.866666667,1.866666667,D,White Rock Lake-1,59,8.181754386,11.54763398,0,0,294700,282200,1205,1606,0,57,0,0,0,250000,353000,296800,144500,0,0
82007200-01,2010,-2.812635618,0.287034598,1.1,0.496655481,7,6,1,0,0,0,0,1,0,0,6,5,3,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,14,14,1.571428571,1.785714286,C,White Rock Lake-1,58,8.771724138,12.03674464,0,0,258100,173075,1256,1624.5,2,0,40,36,2,221418.5,546500,,,0,0
82007200-01,2011,-2.754587308,0.286535376,1.545454546,0.680240599,8,4,3,0,0,0,0,1,0,0,8,1,6,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,15,15,1.666666667,1.866666667,C,White Rock Lake-1,70,8.999714286,12.41952518,0,0,260400,218000,1256,1606,4,0,48,44,2,250000,490100,,,2,0
82007200-01,2012,-2.761314109,0.595018992,1.407142857,0.609494476,8,2,2,2,0,0,0,1,0,0,8,2,2,2,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,14,14,1.857142857,1.857142857,C,White Rock Lake-1,58,8.945172414,11.93104652,0,0,266400,160100,1256,1624.5,0,0,36,34,4,250000,588000,,,4,0
82007200-01,2013,-3.352824048,0.275715947,1.730769231,0.580781966,8,5,0,0,0,0,0,1,0,0,9,4,0,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,13,13,1.384615385,1.307692308,C,White Rock Lake-1,58,8.952758621,11.94106255,0,0,227200,183050,1256,1624.5,4,0,38,34,4,250000,588000,,,0,0
82007200-01,2014,-3.559713992,0.435216404,2.707692308,0.543846698,11,2,0,0,0,0,0,0,0,0,10,2,1,0,0,White Rock Lake,Mississippi River - Twin Cities,-92.89308991,45.22389054,13,13,1.153846154,1.307692308,F,White Rock Lake-1,58,8.952758621,11.94106255,0,0,256900,223425,1256,1624.5,4,0,38,34,4,250000,588000,,,0,0
82007600-01,2004,,,1.371428571,0.465622471,1,4,1,0,0,0,0,0,0,0,0,3,2,0,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,6,5,2,2.4,F,Barker Lake-1,8,85.035,11.62268041,0,0,806750,330275,0,0,6,0,8,0,0,,,576,1795,0,0
82007600-01,2005,,,1.240857143,0.425956347,0,0,2,5,0,0,0,0,0,0,0,2,2,3,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,3.714285714,3.142857143,F,Barker Lake-1,8,85.035,11.62268041,0,0,879900,349625,0,0,6,0,8,0,0,,,495,1868.5,0,0
82007600-01,2006,,,2.003,0.933198085,1,0,5,1,0,0,0,0,0,0,1,3,3,0,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,2.857142857,2.285714286,F,Barker Lake-1,8,85.035,11.62268041,0,0,939950,267975,0,1275.75,6,0,0,0,0,,,523,1943,0,0
82007600-01,2007,,,1.262714286,0.934232611,0,1,0,6,0,0,1,0,0,0,0,2,3,2,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,3.714285714,3,D,Barker Lake-1,8,,,0,0,906050,192050,0,0,6,8,0,0,0,,,,,0,0
82007600-01,2008,-2.257831402,0.300395776,1.197428571,0.678173001,0,1,1,5,0,0,1,0,0,0,0,2,2,3,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,3.571428571,3.142857143,D,Barker Lake-1,8,85.03,10.76367701,0,0,856050,172600,0,0,6,8,0,0,0,,,141700,189250,0,0
82007600-01,2009,,,1.458857143,1.080689198,0,2,2,3,0,0,0,0,0,0,0,3,3,1,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,7,7,3.142857143,2.714285714,F,Barker Lake-1,8,85.03,10.76367701,0,0,805950,277425,0,1182,6,8,0,0,0,,,258900,185300,0,0
82007600-01,2013,-2.635065381,0.175353582,1.201416667,0.368858795,0,1,5,6,0,0,0,1,0,0,0,4,8,0,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,12,12,3.416666667,2.666666667,C,Barker Lake-1,8,85.0375,10.76513785,0,0,591200,195550,0,1182,4,0,0,2,0,,,,,0,0
82007600-01,2014,-2.733713605,0.288723994,1.255833333,0.350128764,0,1,5,6,0,0,0,1,0,0,0,2,9,1,0,Barker Lake,Lower St. Croix River,-92.89930946,45.18460321,12,12,3.416666667,2.916666667,C,Barker Lake-1,8,85.0375,10.76513785,0,0,653800,255775,0,1182,4,0,0,2,0,,,,,0,0
82007700-01,2004,-2.719422509,0.250738214,1.121214286,0.330699766,0,11,1,0,0,0,0,1,0,0,0,2,5,7,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,12,14,2.083333333,3.357142857,C,Goggins Lake-1,28,13.26071429,12.78998073,0,0,412600,170750,0,0,4,0,28,0,0,,,2240,1582,0,0
82007700-01,2005,-2.574614077,0.416292138,1.230142857,0.858841694,0,1,0,12,1,0,0,1,0,0,0,1,4,8,1,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.928571429,3.642857143,C,Goggins Lake-1,28,13.26142857,12.79333893,0,0,436050,178800,0,0,4,0,28,0,0,,,2276,2614,0,0
82007700-01,2006,-2.414560973,0.408275701,0.870928571,0.472165464,0,0,6,8,0,0,1,0,0,0,0,2,5,7,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.571428571,3.357142857,D,Goggins Lake-1,28,13.26142857,12.79333893,0,0,465250,176900,1822,1334,4,0,27,0,0,162500,421593,2760,1506,0,0
82007700-01,2007,-2.227358853,0.562941883,0.958071429,0.79394579,0,2,0,12,0,0,1,0,0,0,0,4,2,8,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.714285714,3.285714286,D,Goggins Lake-1,28,,,0,0,532350,195625,0,0,4,28,0,0,0,200000,306773.25,,,0,0
82007700-01,2008,-2.620493925,0.201232846,1.077642857,0.599086305,0,0,1,13,0,0,1,0,0,0,0,3,7,4,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.928571429,3.071428571,D,Goggins Lake-1,28,13.37821429,12.49037498,0,0,501900,149500,0,0,4,28,0,0,0,296750,383319.75,460100,243700,0,0
82007700-01,2009,-2.387257085,0.304049333,1.088571429,0.530914699,0,0,0,14,0,0,1,0,0,0,0,0,13,1,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,4,3.071428571,D,Goggins Lake-1,28,13.37821429,12.49037498,0,0,412450,142250,1822,1334,4,28,0,0,0,296750,389625,391600,193975,0,0
82007700-01,2010,-2.136970062,0.440362337,0.805,0.516031454,0,1,1,12,0,0,1,0,0,0,0,1,11,2,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.785714286,3.071428571,D,Goggins Lake-1,28,13.26357143,12.55278314,0,0,430800,161100,1822,1337,4,0,26,22,0,200000,252875,,,2,0
82007700-01,2011,-2.213511719,0.216137019,1.370714286,0.59506256,0,1,3,10,0,0,0,1,0,0,0,3,11,0,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.642857143,2.785714286,C,Goggins Lake-1,32,12.321875,11.98702213,0,0,340300,134025,1526,1311.75,4,0,30,26,0,200000,252875,,,0,0
82007700-01,2012,-2.210680529,0.684778725,1.412071429,0.511704462,0,1,9,4,0,0,0,1,0,0,0,5,9,0,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,14,14,3.214285714,2.642857143,C,Goggins Lake-1,32,12.311875,11.97701089,0,0,314200,127175,1526,1311.75,4,0,30,26,0,200000,252875,,,0,0
82007700-01,2013,-2.62335127,0.55238157,1.101666667,0.278203109,0,2,4,7,0,0,0,1,0,0,0,2,10,1,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,13,13,3.384615385,2.923076923,C,Goggins Lake-1,32,12.3225,11.98880365,0,0,325100,132475,1526,1311.75,4,0,30,26,0,200000,252875,,,0,0
82007700-01,2014,-2.732922388,0.408136352,1.055,0.265141472,0,0,6,6,0,0,1,0,0,0,0,1,10,1,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,12,12,3.5,3,D,Goggins Lake-1,32,12.3225,11.98880365,0,0,371550,140575,1526,1311.75,4,0,30,26,0,200000,252875,,,0,0
82008000-01,2004,-3.923433113,0.237541816,4.909571429,0.884843812,2,11,1,0,0,0,0,0,0,1,3,11,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,14,14,1.928571429,1.785714286,A,Halfbreed Lake-1,289,2.544693878,6.828019459,0,0,215300,227050,0,0,1,0,289,0,0,129000,33400,1698,1740,0,0
82008000-01,2005,-4.012812683,0.492575293,4.746142857,0.779062638,4,9,1,0,0,0,0,0,0,1,0,14,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,14,14,1.785714286,2,A,Halfbreed Lake-1,290,3.03222973,9.077253535,0,0,232400,245500,0,0,1,0,290,0,0,129000,33400,1814,1706,0,0
82008000-01,2007,-4.325294362,0.168352002,4.536363636,0.338445645,11,0,0,0,0,0,0,0,0,1,11,0,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,11,11,1,1,A,Halfbreed Lake-1,292,,,0,0,264100,279075,0,0,1,289,0,0,0,135500,118150,,,2,0
82008000-01,2008,-4.213976552,0.987980543,4.655555556,0.51261855,9,0,0,0,0,0,0,0,0,1,8,1,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,9,9,1,1.111111111,A,Halfbreed Lake-1,326,1.857227414,3.364947637,0,0,227050,234450,0,0,1,326,0,0,0,143450,155000,226800,242200,2,0
82008000-01,2009,-4.277838325,0.385387959,4.922222222,0.501940678,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,9,9,1,1,A,Halfbreed Lake-1,326,1.926947041,4.113664428,0,0,219050,221250,1074,1424,1,321,0,0,0,146900,155000,219400,221400,2,0
82008000-01,2010,-4.266452874,0.112071546,5.133333333,1.067707825,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,9,9,1,1,A,Halfbreed Lake-1,324,1.889382716,3.411222363,0,0,191350,194400,1095,1424,2,0,246,196,0,150000,145900,,,0,0
82008000-01,2011,-3.96806406,0.510455836,4.254545455,0.841859414,11,0,0,0,0,0,0,0,0,1,11,0,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,11,11,1,1,A,Halfbreed Lake-1,324,2.095,4.754861713,0,0,188250,183100,1080,1448,2,0,242,196,0,150000,149866.5,,,4,0
82008000-01,2012,-4.081424483,0.464684217,4.541666667,0.876416602,12,0,0,0,0,0,0,0,0,1,12,0,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,12,12,1,1,A,Halfbreed Lake-1,320,2.1193125,4.775150164,0,0,165400,175650,1104,1456,2,0,238,198,0,150000,162500,,,6,2
82008000-01,2013,-4.516492863,0.536287929,4.462608696,1.107947395,15,5,3,0,0,0,0,0,0,1,12,11,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,23,23,1.47826087,1.47826087,A,Halfbreed Lake-1,320,2.1211875,4.77903223,0,0,174550,173825,1104,1456,2,0,240,198,0,150000,162500,,,0,0
82008000-01,2014,-4.623084883,0.38771846,5.1905,1.101302937,16,4,0,0,0,0,0,0,0,1,15,5,0,0,0,Halfbreed Lake,Lower St. Croix River,-92.89937532,45.25122379,20,20,1.2,1.25,A,Halfbreed Lake-1,320,2.1211875,4.77903223,0,0,197850,196400,1104,1456,2,0,244,198,0,150000,162500,,,0,0
82008700-01,2004,-2.911508221,0.364791744,0.86,0.465679227,0,0,0,14,0,0,0,1,0,0,0,6,5,3,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,14,14,4,2.785714286,C,Regional Park Lake-1,9,23.824,17.44150022,0,0,1129000,1759300,0,0,0,0,9,0,0,,,20,0,0,0
82008700-01,2005,-3.033224355,0.291624747,1.785142857,0.653214049,0,0,1,10,3,0,0,1,0,0,0,3,7,2,2,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,14,14,4.142857143,3.214285714,C,Regional Park Lake-1,9,23.824,17.44150022,0,0,1129000,1751150,0,0,0,0,9,0,0,,,2584,0,0,0
82008700-01,2006,-2.549611974,0.617523289,2.155285714,0.845901041,0,0,3,3,1,0,0,1,0,0,0,1,4,2,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.714285714,3.142857143,C,Regional Park Lake-1,9,23.824,17.44150022,0,0,1129000,1737100,0,0,0,0,1,0,0,,,2940,0,0,0
82008700-01,2007,-2.82975167,0.066949825,1.72,0.348817049,0,0,1,5,1,0,0,1,0,0,0,2,4,1,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,4,2.857142857,C,Regional Park Lake-1,9,,,0,0,1129000,1737100,0,0,0,9,0,0,0,,,,,0,0
82008700-01,2008,-2.603652481,0.256533642,2.199142857,0.680857897,0,0,1,6,0,0,0,1,0,0,0,1,6,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.857142857,2.857142857,C,Regional Park Lake-1,9,24.91555556,17.04946048,0,0,1129000,1732450,0,0,0,9,0,0,0,,,1129000,1732450,0,0
82008700-01,2009,-3.010568972,0.373169558,2.460285714,0.469284816,0,1,5,1,0,0,0,0,1,0,0,5,2,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3,2.285714286,B,Regional Park Lake-1,9,24.91777778,17.05236038,0,0,1129000,1745150,0,0,0,9,0,0,0,,,1129000,1745150,0,0
82008700-01,2010,-2.767420144,0.303595765,1.945714286,0.999897614,0,1,3,3,0,0,0,1,0,0,0,4,3,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.285714286,2.428571429,C,Regional Park Lake-1,10,23.824,16.44400411,0,0,515100,1039500,0,544,0,0,2,2,0,,,,,0,0
82008700-01,2011,-2.826231058,0.306952084,2.478571429,1.004845404,0,1,4,2,0,0,0,1,0,0,0,4,3,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.142857143,2.428571429,C,Regional Park Lake-1,10,23.824,16.44400411,0,0,515100,1053225,0,562,0,0,2,2,0,,,,,0,0
82008700-01,2012,-2.518205762,0.541686774,1.845714286,1.384375396,0,1,2,4,0,0,1,0,0,0,0,3,4,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.428571429,2.571428571,D,Regional Park Lake-1,10,23.814,16.45047463,0,0,646700,1313875,0,562,0,0,2,2,0,,,,,0,0
82008700-01,2013,-3.108731373,0.519395949,1.975714286,1.174249507,0,2,2,3,0,0,0,1,0,0,0,4,2,1,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,7,7,3.142857143,2.571428571,C,Regional Park Lake-1,10,23.836,16.46220938,0,0,646700,1309950,0,562,0,0,2,2,0,,,,,0,0
82008700-01,2014,-3.085948942,0.533677248,2.513333333,1.028856971,0,2,2,2,0,0,0,1,0,0,0,4,2,0,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,6,6,3,2.333333333,C,Regional Park Lake-1,10,23.836,16.46220938,0,0,646700,1300525,0,562,0,0,2,2,0,,,,,0,0
82008900-01,2004,-2.052497301,0.434497593,0.518571429,0.208800867,0,0,0,14,0,0,1,0,0,0,0,0,4,10,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4,3.714285714,D,Markgraf Lake-1,1171,0.51302521,1.750125435,0,0,185300,84200,0,0,0,0,1171,0,0,,,1688,932,0,13
82008900-01,2005,-2.044784477,0.219890449,0.481428571,0.090796234,0,0,0,14,0,0,1,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4,4,D,Markgraf Lake-1,1234,0.500838446,1.685033903,0,0,211000,114250,0,0,0,0,1234,0,0,,,1796,964,0,0
82008900-01,2006,-1.702622047,0.325252891,0.406666667,0.070373155,0,0,0,15,0,1,0,0,0,0,0,0,0,15,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,15,15,4,4,F,Markgraf Lake-1,1280,0.491827309,1.668002478,0,0,212400,119675,1464,449,0,0,986,0,0,159160,72030,1942,1169,50,2
82008900-01,2007,-1.891823537,0.307803706,0.4,0.091986621,0,0,0,14,0,0,1,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4,4,D,Markgraf Lake-1,1281,,,0,0,216800,111300,0,0,0,1234,0,0,0,175500,98975,,,18,0
82008900-01,2008,-1.921022025,0.431464834,0.390714286,0.111249151,0,0,0,14,0,0,1,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4,4,D,Markgraf Lake-1,1280,0.43996663,1.630454013,0,0,216700,108800,0,0,0,1280,0,0,0,233785,118552,216700,108800,12,0
82008900-01,2009,-1.480783095,0.297804877,0.352307692,0.05387545,0,0,0,13,0,1,0,0,0,0,0,0,0,13,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,13,13,4,4,F,Markgraf Lake-1,1281,0.442266667,1.63015138,0,0,200400,105300,1474,499,0,1278,0,0,0,232000,117369.25,200600,105300,0,0
82008900-01,2010,-1.611252987,0.251319809,0.283571429,0.057459972,0,0,0,14,0,1,0,0,0,0,0,0,0,14,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,14,14,4,4,F,Markgraf Lake-1,1572,0.563816794,1.663365615,0,0,173000,78600,1464,534,0,0,1288,1464,0,172000,97125,,,56,0
82008900-01,2011,-2.069283183,0.31696311,0.457692308,0.057177188,0,0,0,13,0,0,1,0,0,0,0,0,3,10,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,13,13,4,3.769230769,D,Markgraf Lake-1,1574,0.572833545,1.683021449,0,0,157200,77500,1464,534,0,0,1300,1464,0,169900,93100,,,66,0
82008900-01,2012,-1.937392015,0.252955905,0.359090909,0.062522723,0,0,0,11,0,1,0,0,0,0,0,0,1,10,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,11,11,4,3.909090909,F,Markgraf Lake-1,1574,0.572439644,1.681634356,0,0,151100,86700,1464,534,0,0,1300,1464,0,169375,87416.25,,,80,0
82008900-01,2013,-2.298641813,0.375040731,0.416538462,0.21516839,0,1,0,12,0,0,1,0,0,0,0,1,8,4,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,13,13,3.846153846,3.230769231,D,Markgraf Lake-1,1572,0.563829517,1.663195169,0,0,157100,76300,1464,534,0,0,1272,1464,0,169375,87416.5,,,0,0
82008900-01,2014,-2.56628344,0.3898493,0.964333333,0.228926083,0,0,3,9,0,0,1,0,0,0,0,1,11,0,0,Markgraf Lake,Mississippi River - Twin Cities,-92.89723902,44.94046314,12,12,3.75,2.916666667,D,Markgraf Lake-1,1572,0.563829517,1.663195169,0,0,195800,98600,1464,534,0,0,1240,1464,0,169375,87416.5,,,0,0
82009002-01,2004,-2.603730493,0.527362976,1.408333333,0.76924796,1,4,7,0,0,0,0,1,0,0,0,5,4,3,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,12,12,2.5,2.833333333,C,Wilmes Lake-1,600,0.5638,1.686097856,0,0,321300,70050,0,0,0,0,600,0,0,184900,0,3333,1027.5,0,0
82009002-01,2005,-2.502169853,0.392550263,0.96,0.117378779,0,3,6,0,0,0,1,0,0,0,0,4,5,0,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,9,9,2.666666667,2.555555556,D,Wilmes Lake-1,600,0.5638,1.686097856,0,0,350150,85925,0,0,0,0,600,0,0,184900,0,3428,901,0,0
82009002-01,2006,-2.513856248,0.420469551,1.183333333,0.29797295,0,7,3,2,0,0,0,1,0,0,0,7,2,3,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,12,12,2.583333333,2.666666667,C,Wilmes Lake-1,600,0.5638,1.686097856,0,0,366750,96500,2250,627,0,0,568,0,0,225750,117362.5,3688,1041.5,16,0
82009002-01,2007,-2.601121195,0.452812169,1.263636364,0.438800017,1,3,3,4,0,0,0,1,0,0,0,4,2,5,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.909090909,3.090909091,C,Wilmes Lake-1,600,,,0,0,363900,100425,0,0,0,600,0,0,0,234878,137177.25,,,2,0
82009002-01,2008,-2.608564032,0.375488586,1.109090909,0.197253874,0,6,5,0,0,0,0,1,0,0,0,5,6,0,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.454545455,2.545454546,C,Wilmes Lake-1,599,0.559396985,1.68923287,0,0,360800,97600,0,0,0,599,0,0,0,375000,82900,360800,97600,7,0
82009002-01,2009,-2.66577706,0.267116266,1.427272727,0.436098404,0,7,4,0,0,0,0,1,0,0,0,4,6,1,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.363636364,2.727272727,C,Wilmes Lake-1,600,0.558879599,1.68786493,0,0,329100,90075,2260,594.5,0,600,0,0,0,374950,84900,329100,90075,4,0
82009002-01,2010,-2.491300764,0.423351105,1.581818182,0.712486045,0,5,4,1,0,0,0,1,0,0,0,5,4,2,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,10,11,2.6,2.727272727,C,Wilmes Lake-1,602,0.563833333,1.685003967,0,0,306600,79850,2260,603,0,0,570,582,0,241573,157018.75,,,20,0
82009002-01,2011,-2.808799305,0.319180462,1.609090909,0.436931449,0,3,7,1,0,0,0,1,0,0,0,2,8,1,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.818181818,2.909090909,C,Wilmes Lake-1,602,0.564,1.685002093,0,0,299000,71900,2260,603,0,0,570,582,0,244274,155675,,,8,0
82009002-01,2012,-2.567628551,0.62934009,1.3,0.477842373,1,1,10,1,0,0,0,1,0,0,1,1,6,4,1,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,13,13,2.846153846,3.230769231,C,Wilmes Lake-1,602,0.563366667,1.683568533,0,0,285300,69225,2260,603,0,0,568,582,0,245674.5,154250,,,20,0
82009002-01,2013,-2.697099641,0.225794208,0.896153846,0.251877565,0,1,4,8,0,0,0,1,0,0,0,2,8,3,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,13,13,3.538461539,3.076923077,C,Wilmes Lake-1,602,0.564,1.685002093,0,0,286500,69425,2260,603,0,0,560,582,0,245674.5,154250,,,0,0
